#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
91,"What My World Spins Around","Jordan Davis",72,125,"contemporary country","Country","Bluebird Days",2023-02-17,03:06,69,73,11,0,70,0,10,-6,D Major,4,2024-11-09,6vjZxvzdAeHp7jv3R398Xm,"MCA Nashville",10B,USUM72208440
92,"Ain’t That Some","Morgan Wallen",76,121,"contemporary country","Country","One Thing At A Time",2023-03-03,02:38,64,81,0,0,69,0,30,-6,F#/G♭ Minor,4,2024-11-09,2YVlDlk2zRceefo6XlC6DX,"Big Loud Records / Mercury Records / Republic Records",11A,USUG12300807
93,"Wild as Her","Corey Kent",58,148,"modern country pop, texas country","Pop, Country","Wild as Her",2022-03-04,03:19,50,74,0,0,46,0,10,-6,C Major,4,2024-11-09,4RG7P0CXQ4pe0OeCAHjX5L,"RCA Records Label Nashville",8B,TCAGA2290354
94,"Peaches & Eggplants (feat. 21 Savage)","Young Nudy,21 Savage",64,146,"pluggnb, rap, southern hip hop, trap, atl hip hop, hip hop","Hip Hop","Peaches & Eggplants (feat. 21 Savage)",2023-02-27,03:23,91,54,1,0,58,20,10,-8,E Minor,4,2024-11-09,1KUZ33cOqk3X4Ezk0aZnVp,"PDE Records/RCA Records",9A,USRC12300570
95,"I Wrote The Book","Morgan Wallen",53,144,"contemporary country","Country","3 Songs At A Time Sampler",2023-01-31,03:01,69,83,6,0,83,0,0,-4,D Major,4,2024-11-09,4w9lk0Nyj7kuDxlL5PZVlv,"Big Loud Records / Mercury Records / Republic Records",10B,USUG12300808
96,"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap,Shakira",76,122,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino, colombian pop, dance pop, latin pop, pop","Hip Hop, Pop, Latin","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,03:34,84,75,28,0,53,0,10,-4,D Minor,4,2024-11-09,4nrPB8O7Y7wsOCJdgXkthe,"DALE PLAY Records",7A,UYB282301031
97,"MELTDOWN (feat. Drake)","Travis Scott,Drake",75,112,"rap, slap house, canadian hip hop, canadian pop, hip hop, pop rap","Hip Hop, Pop, Electronic","UTOPIA",2023-07-28,04:06,56,77,1,0,40,30,40,-5,G Minor,4,2024-11-09,67nepsnrcZkowTxMWigSbb,"Cactus Jack/Epic",6A,USSM12305021
98,"Put It On Da Floor Again (feat. Cardi B)","Latto,Cardi B",59,111,"trap queen, pop, rap","Pop, Hip Hop, R&B","Put It On Da Floor Again (feat. Cardi B)",2023-06-02,03:05,85,61,3,0,47,30,0,-7,C♯/D♭ Major,5,2024-11-09,6c6WmIHcHlhccEwSFBhzNa,"Streamcut/RCA Records",3B,USRC12301450
99,"Bloody Mary","Lady Gaga",76,100,"art pop, dance pop, pop","Pop","Born This Way (International Special Edition Version)",2011-05-23,04:04,59,63,1,0,44,0,10,-6,A Minor,4,2024-11-09,53jnnqFSRGMDB9ADrNriCA,"Interscope",8A,USUM71106449
100,"Watermelon Moonshine","Lainey Wilson",71,140,"contemporary country, modern country pop","Country, Pop","Bell Bottom Country",2022-11-28,03:28,74,41,47,0,65,0,10,-7,C♯/D♭ Major,4,2024-11-09,3sYBFUXTv0STUoUINx9Qe8,"Broken Bow Records",3B,QMRSZ2201709
